Original Title,Generated Title,BLEU Score,ROUGE-1 Score,ROUGE-2 Score,ROUGE-L Score,Cosine Similarity
"Quantum coherent control of a hybrid superconducting circuit made with
  graphene-based van der Waals heterostructures",Quantum algorithms for quantum chemistry and quantum materials science,5.400301927028362e-232,0.08695651720226867,0.0,0.08695651720226867,0.12272976772839894
"Eating Healthier: Exploring Nutrition Information for Healthier Recipe
  Recommendation",A Recipe for Creating Multimodal Aligned Datasets for Sequential Tasks,1.2183324802375697e-231,0.22222221722222232,0.0,0.11111110611111134,0.16432534323570547
"Twist-teleportation based local discrimination of maximally entangled
  states",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
Negatively Reinforced Balanced Urn Schemes,"Strong Convergence of Infinite Color Balanced Urns Under Uniform
  Ergodicity",1.0244914152188952e-231,0.13333332888888905,0.0,0.13333332888888905,0.07734781234369076
"MSE estimates for multitaper spectral estimation and off-grid
  compressive sensing",Proceedings ML Family / OCaml Users and Developers workshops,9.412234823955334e-232,0.1052631529085875,0.0,0.1052631529085875,0.05700655341923561
On Integer-Forcing Precoding for the Gaussian MIMO Broadcast Channel,Optimization of Integer-Forcing Precoding for Multi-User MIMO Downlink,4.2338646970116024e-78,0.4705882303114187,0.266666661688889,0.4705882303114187,0.3360969272762575
"iGateLink: A Gateway Library for Linking IoT, Edge, Fog and Cloud
  Computing Environments","Application Management in Fog Computing Environments: A Taxonomy, Review
  and Future Directions",1.2736110049935266e-231,0.3199999950080001,0.0,0.15999999500800016,0.21288995074902356
Differentially Private Publication of Location Entropy,"Privacy-Preserving Public Release of Datasets for Support Vector Machine
  Classification",1.0244914152188952e-231,0.12499999531250018,0.0,0.12499999531250018,0.06655924660794856
"Approximation methods for piecewise deterministic Markov processes and
  their costs",A Monte Carlo method for integration of multivariate smooth functions,1.0244914152188952e-231,0.09999999500000027,0.0,0.09999999500000027,0.05629715757507138
"Underlay Drone Cell for Temporary Events: Impact of Drone Height and
  Aerial Channel Environments",Coverage Performance of Aerial-Terrestrial HetNets,2.0138900446751835e-232,0.11111110709876558,0.0,0.11111110709876558,0.11671773546032796
Anagram-free Graph Colouring,Clustered Colouring in Minor-Closed Classes,1.2183324802375697e-231,0.24999999531250006,0.0,0.24999999531250006,0.11521554337793122
"CYGNO: a gaseous TPC with optical readout for dark matter directional
  search","Identification of low energy nuclear recoils in a gas TPC with optical
  readout",0.2044800736021839,0.39999999500800004,0.26086956022684316,0.39999999500800004,0.21288995074902353
"TensorFlow Eager: A Multi-Stage, Python-Embedded DSL for Machine
  Learning",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Mawrth Vallis, Mars: a fascinating place for future in situ exploration",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
Stochastic Computing with Integrated Optics,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"System Outage Performance for Three-Step Two-Way Energy Harvesting DF
  Relaying","On the Outage Performance of SWIPT Based Three-step Two-way DF Relay
  Networks",5.791739854583281e-155,0.27272726776859507,0.09999999505000023,0.27272726776859507,0.3733688047660711
"MDE: Multiple Distance Embeddings for Link Prediction in Knowledge
  Graphs","Analyzing Knowledge Graph Embedding Methods from a Multi-Embedding
  Interaction Perspective",1.0244914152188952e-231,0.09999999500000027,0.0,0.09999999500000027,0.04840481852390735
"Linear Boltzmann dynamics in a strip with large reflective obstacles:
  stationary state and residence time","Interstrip Capacitances of the Readout Board used in Large Triple-GEM
  Detectors for the CMS Muon Upgrade",9.109159947227211e-232,0.06666666166666704,0.0,0.06666666166666704,0.06613370250895258
"Multiple-coil k-space interpolation enhances resolution in single-shot
  spatiotemporal MRI",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Similarity indexing of exoplanets in search for potential habitability:
  application to Mars-like worlds","Indexing Exoplanets with Physical Conditions Potentially Suitable for
  Rock-Dependent Extremophiles",7.58961907326157e-232,0.08695651682419688,0.0,0.08695651682419688,0.13912699369334094
Function Approximation via The Subsampled Poincar\' e Inequality,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Identifying four wave resonant interactions in a surface gravity wave
  turbulence experiment","Generation of weakly nonlinear turbulence of internal gravity waves in
  the Coriolis facility",1.2627076138080564e-231,0.26086956022684316,0.0,0.08695651674858251,0.12170566815950143
"Modularity in Multilayer Networks using Redundancy-based Resolution and
  Projection-based Inter-Layer Coupling","Fluctuations between high- and low-modularity topology in time-resolved
  functional connectivity",1.1023928157275093e-231,0.1904761854875285,0.0,0.09523809024943337,0.12289524559337668
The H\'enon problem with large exponent in the disc,On the asymptotically linear H\'enon problem,5.0877407661795914e-155,0.39999999520000007,0.1538461491124262,0.2666666618666667,0.3360098827811412
Pre-Calabi-Yau algebras and double Poisson brackets,K3 en route From Geometry to Conformal Field Theory,0.0,0.0,0.0,0.0,0.0
Microturbulence studies in RFX-mod,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Reliable Tuberculosis Detection using Chest X-ray with Deep Learning,
  Segmentation and Visualization",Can AI help in screening Viral and COVID-19 pneumonia?,7.536728468577135e-232,0.09523809034013632,0.0,0.09523809034013632,0.04840481852390735
Deep MR Fingerprinting with total-variation and low-rank subspace priors,Proceedings ML Family / OCaml Users and Developers workshops,1.0518351895246305e-231,0.11111110611111134,0.0,0.11111110611111134,0.05700655341923561
"A Sublinear Tester for Outerplanarity (and Other Forbidden Minors) With
  One-Sided Error",Planar graphs have bounded queue-number,0.0,0.0,0.0,0.0,0.0
"Cooperative Vision-based Localization Networks with Communication
  Constraints","Toward Localization in Terahertz-Operating Energy Harvesting
  Software-Defined Metamaterials: Context Analysis",1.0244914152188952e-231,0.11764705397923896,0.0,0.11764705397923896,0.05447305548474797
Merger signatures in low excitation radio galaxies,Non-parametric Morphologies of Mergers in the Illustris Simulation,1.0832677820940877e-231,0.13333332835555575,0.0,0.13333332835555575,0.06804963087832473
"Toward Fast Neural Computing using All-Photonic Phase Change Spiking
  Neurons",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Topological characteristics of oil and gas reservoirs and their
  applications",Proceedings ML Family / OCaml Users and Developers workshops,9.412234823955334e-232,0.11111110611111134,0.0,0.11111110611111134,0.11671773546032797
"Improving the security of Image Manipulation Detection through
  One-and-a-half-class Multiple Classification",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.05027837469914859
Dynamic Distribution State Estimation Using Synchrophasor Data,"Prediction-Correction Algorithms for Time-Varying Constrained
  Optimization",0.0,0.0,0.0,0.0,0.0
Unravelling the Dodecahedral Spaces,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"FollowNet: Robot Navigation by Following Natural Language Directions
  with Deep Reinforcement Learning","Touchdown: Natural Language Navigation and Spatial Reasoning in Visual
  Street Environments",5.535069030704902e-155,0.26086956022684316,0.09523809024943337,0.1739130384877128,0.15177836744198991
Digital Currency Design for Sustainable Active Debris Removal in Space,Debris cloud of India Anti-Satellite Test to Microsat-R Satellite,9.412234823955334e-232,0.1052631529085875,0.0,0.1052631529085875,0.04840481852390735
"Dynamic NE Seeking for Multi-Integrator Networked Agents with
  Disturbance Rejection",A Passivity-Based Approach to Nash Equilibrium Seeking over Networks,9.412234823955334e-232,0.1052631529085875,0.0,0.1052631529085875,0.05355095314996731
Dragon Crypto -- An Innovative Cryptosystem,"Comprehensive Introduction to Fully Homomorphic Encryption for Dynamic
  Feedback Controller via LWE-based Cryptosystem",9.594503055152632e-232,0.10526315357340738,0.0,0.10526315357340738,0.0648911121832301
Class LM and word mapping for contextual biasing in End-to-End ASR,Proceedings ML Family / OCaml Users and Developers workshops,8.422437779564611e-232,0.09999999505000023,0.0,0.09999999505000023,0.04851444156903247
"Asymptotic homogenization of hygro-thermo-mechanical properties of
  fibrous networks","Hygro-mechanical properties of paper fibrous networks through asymptotic
  homogenization and comparison with idealized models",7.221948193667952e-155,0.47619047174603185,0.19999999545000013,0.3809523765079365,0.5347896674099053
"A monotone data augmentation algorithm for multivariate nonnormal data:
  with applications to controlled imputations for longitudinal trials","A monotone data augmentation algorithm for longitudinal data analysis
  via multivariate skew-t, skew-normal or t distributions",0.3183402538920743,0.5161290272632676,0.3870967691987514,0.45161289823100936,0.40295225766586007
"Direction Concentration Learning: Enhancing Congruency in Machine
  Learning","Online Fast Adaptation and Knowledge Accumulation: a New Approach to
  Continual Learning",9.788429383461836e-232,0.09999999520000023,0.0,0.09999999520000023,0.11026666772684376
"Models of Computing as a Service and IoT: an analysis of the current
  scenario with applications using LPWAN",Proceedings ML Family / OCaml Users and Developers workshops,3.869485417267792e-232,0.07692307239644997,0.0,0.07692307239644997,0.042952592697600114
"Output feedback stable stochastic predictive control with hard control
  constraints","Sparse and Constrained Stochastic Predictive Control for Networked
  Systems",0.0,0.0,0.0,0.0,0.24565424250732606
"Stability and Robustness of the Disturbance Observer-based Motion
  Control Systems in Discrete-Time Domain","A Stability Analysis for the Acceleration-based Robust Position Control
  of Robot Manipulators via Disturbance Observer",1.384292958842266e-231,0.35714285216836733,0.0,0.21428570931122462,0.30698176485387924
Another application of Linnik's dispersion method,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
Learning Tuple Compatibility for Conditional OutfitRecommendation,"A Strong Baseline for Fashion Retrieval with Person Re-Identification
  Models",1.0244914152188952e-231,0.12499999531250018,0.0,0.12499999531250018,0.06997254341808112
"Photoemission from hybrid states of Cl@$C_{60}$ before and after a
  stabilizing charge transfer",Kazdan-Warner equation on graph in the negative case,0.0,0.0,0.0,0.0,0.0
"Visual Natural Language Query Auto-Completion for Estimating Instance
  Probabilities",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
Open Domain Web Keyphrase Extraction Beyond Language Modeling,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
Radial transport and plasma heating in Jupiter's magnetodisc,"Quasi-adiabatic and stochastic heating and particle acceleration at
  quasi-perpendicular shocks",1.2183324802375697e-231,0.23529411266435996,0.0,0.23529411266435996,0.15591093613135587
"Maximum Likelihood for Gaussian Process Classification and Generalized
  Linear Mixed Models under Case-Control Sampling",Proceedings ML Family / OCaml Users and Developers workshops,6.034940380417626e-232,0.0869565169754256,0.0,0.0869565169754256,0.04851444156903247
Feature Selection: A Data Perspective,"Feature Selection for multi-labeled variables via Dependency
  Maximization",1.0832677820940877e-231,0.1538461491124262,0.0,0.1538461491124262,0.20608363501393823
What Can We Learn From Analogue Experiments?,Minimal length and the flow of entropy from black holes,0.0,0.0,0.0,0.0,0.06437099366532754
Regularity Properties of Non-Negative Sparsity Sets,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Arithmetic topology in Ihara theory II: Milnor invariants, dilogarithmic
  Heisenberg coverings and triple power residue symbols",Proceedings ML Family / OCaml Users and Developers workshops,4.832402486973384e-232,0.07999999539200027,0.0,0.07999999539200027,0.04692402084245644
A short guide through integration theorems of generalized distributions,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
AED-Net: An Abnormal Event Detection Network,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
Deep learning for plasma tomography using the bolometer system at JET,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
Cooperative Multi-Agent Planning: A Survey,"The Review Unmanned Surface Vehicle Path Planning: Based on
  Multi-modality Constraint",1.0003688322288243e-231,0.12499999570312517,0.0,0.12499999570312517,0.15231415519375907
Generalized Logical Operations among Conditional Events,"Algebraic aspects and coherence conditions for conjoined and disjoined
  conditionals",0.0,0.0,0.0,0.0,0.0
"Intrinsic Lifetime of Higher Excitonic States in Tungsten Diselenide
  Monolayers","Observation of forbidden phonons and dark excitons by resonance Raman
  scattering in few-layer WS$_2$",1.1200407237786664e-231,0.1666666618055557,0.0,0.1666666618055557,0.0870444679250422
Quantized Electric Multipole Insulators,4D spinless topological insulator in a periodic electric circuit,0.0,0.0,0.0,0.0,0.0986796179798696
"Fashion, fads and the popularity of choices: micro-foundations for
  diffusion consumer theory",Proceedings ML Family / OCaml Users and Developers workshops,7.536728468577135e-232,0.09523809034013632,0.0,0.09523809034013632,0.052249853500008124
"Learning-based Application-Agnostic 3D NoC Design for Heterogeneous
  Manycore Systems",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Gate-Defined One-Dimensional Channel and Broken Symmetry States in
  MoS$_2$ van der Waals Heterostructures",Proceedings ML Family / OCaml Users and Developers workshops,6.744160953836975e-232,0.09090908607438043,0.0,0.09090908607438043,0.04692402084245644
"A density functional theory based comparative study of hybrid
  photoemissions from Cl@C60, Br@C60 and I@C60",Proceedings ML Family / OCaml Users and Developers workshops,5.400301927028362e-232,0.08333332864583361,0.0,0.08333332864583361,0.03984430366172621
"Survey of the State of the Art in Natural Language Generation: Core
  tasks, applications and evaluation",RankME: Reliable Human Ratings for Natural Language Generation,2.3855483651364193e-155,0.18181817719008275,0.095238090793651,0.18181817719008275,0.13822733515213526
"A Novel Adaptive Caching Mechanism for Video on Demand System over
  Wireless Mobile Network",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Critical dynamics and tree-like spatiotemporal patterns in
  exciton-polaritoncondensates",Proceedings ML Family / OCaml Users and Developers workshops,1.0518351895246305e-231,0.11764705384083066,0.0,0.11764705384083066,0.05992996822422368
"k-rAC - a Fine-Grained k-Resilient Access Control Scheme for Distributed
  Hash Tables","Towards a Context-Aware Security and Privacy as a Service in the
  Internet of Things",9.418382295637229e-232,0.07999999500800031,0.0,0.07999999500800031,0.0
BACH: Grand Challenge on Breast Cancer Histology Images,"A Comprehensive Review for Breast Histopathology Image Analysis Using
  Classical and Deep Neural Networks",9.418382295637229e-232,0.09090908628099197,0.0,0.09090908628099197,0.052249853500008124
Weighted Random Search for CNN Hyperparameter Optimization,A System for Massively Parallel Hyperparameter Tuning,1.331960397810445e-231,0.2857142807142858,0.0,0.2857142807142858,0.18443191662261307
The Extreme Space Weather Event in February/March 1941,The Great Space Weather Event during February 1872 Recorded in East Asia,3.603235312613151e-78,0.4999999952000001,0.2222222174691359,0.4999999952000001,0.41120705506761873
"Amphoteric behavior of hydrogen (H+1and H-1) in complex hydrides from
  van der Waals interaction included ab-initio calculation","Photoelectrochemical water splitting in separate oxygen and hydrogen
  cells",5.1423976384895375e-232,0.15384614931952675,0.0,0.07692307239644997,0.08938749293545313
"Central Moment Discrepancy (CMD) for Domain-Invariant Representation
  Learning",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Flexible and disposable paper- and plastic-based gel micropads for
  nematode handling, imaging, and chemical testing","Effective drug combination for Caenorhabditis elegans nematodes
  discovered by output-driven feedback system control technique",8.769105200491155e-232,0.07407406908093313,0.0,0.07407406908093313,0.02866157755289528
"Single-Bit Consensus with Finite-Time Convergence: Theory and
  Applications",On predefined-time consensus protocols for dynamic networks,0.0,0.0,0.0,0.0,0.12735952979479354
"Hybrid MMSE Beamforming for Multiuser Millimeter Wave Communication
  Systems","PrecoderNet: Hybrid Beamforming for Millimeter Wave Systems with Deep
  Reinforcement Learning",8.57273414893938e-155,0.5999999950500001,0.22222221728395072,0.5999999950500001,0.4360379885513016
"The Extended Dawid-Skene Model: Fusing Information from Multiple Data
  Schemas","Synthetic Oversampling of Multi-Label Data based on Local Label
  Distribution",1.0244914152188952e-231,0.09999999500000027,0.0,0.09999999500000027,0.04416443453527434
"Investigating the temporal domain of massive ionized jets - I. A pilot
  study","A search for non-thermal radio emission from jets of massive young
  stellar objects",5.969061643530969e-155,0.3076923026923078,0.08333332833333364,0.2307692257692309,0.1533173511251874
Unanswerable Questions about Images and Texts,AI Ethics for Systemic Issues: A Structural Approach,0.0,0.0,0.0,0.0,0.0
"Sparse Multichannel Blind Deconvolution of Seismic Data via Spectral
  Projected-Gradient",Bayesian wavelet de-noising with the caravan prior,0.0,0.0,0.0,0.0,0.0
Multimodal Subspace Support Vector Data Description,Ellipsoidal Subspace Support Vector Data Description,0.7598356856515925,0.8333333283333335,0.7999999950000002,0.8333333283333335,0.7168117414430619
Shapley Q-value: A Local Reward Approach to Solve Global Reward Games,"Evolutionary Reinforcement Learning for Sample-Efficient Multiagent
  Coordination",0.0,0.0,0.0,0.0,0.0
"Monte Carlo Simulation Of Active Neutron Interrogation System Developed
  For Detection Of Illicit Materials",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Jordan Algebraic Interpretation of Maximal Parabolic Subalgebras :
  Exceptional Lie Algebras",The Magic Star of Exceptional Periodicity,6.016112399618114e-232,0.23529411307958487,0.0,0.23529411307958487,0.15064018498706513
"Well balanced Arbitrary-Lagrangian-Eulerian finite volume schemes on
  moving nonconforming meshes for the Euler equations of gasdynamics with
  gravity",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
A magnonic directional coupler for integrated magnonic half-adders,Integrated magnonic half-adder,2.614591671051252e-232,0.19999999580000008,0.0,0.19999999580000008,0.48097310796014436
"Vulnerabilities Mapping based on OWASP-SANS: a Survey for Static
  Application Security Testing (SAST)",TestREx: a Framework for Repeatable Exploits,4.310732902257592e-232,0.21052631146814413,0.0,0.21052631146814413,0.06743557494279505
"Scaling and Balancing for High-Performance Computation of Optimal
  Controls",Proceedings ML Family / OCaml Users and Developers workshops,1.0518351895246305e-231,0.11111110611111134,0.0,0.11111110611111134,0.05992996822422368
Mixed Phase within the Multi-polytrope Approach to High Mass Twins,"Stringent constraints on neutron-star radii from multimessenger
  observations and nuclear theory",0.0,0.0,0.0,0.0,0.0
"Towards Automated Infographic Design: Deep Learning-based
  Auto-Extraction of Extensible Timeline",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Selecting Best Software Reliability Growth Models: A Social Spider
  Algorithm based Approach","Software search is not a science, even among scientists: A survey of how
  scientists and engineers find software",1.0518351895246305e-231,0.1333333285333335,0.0,0.1333333285333335,0.07357474610589514
"A Low-rank solver for the Navier--Stokes equations with uncertain
  viscosity","Weakly intrusive low-rank approximation method for nonlinear
  parameter-dependent equations",1.1193096620723278e-231,0.21052631080332423,0.0,0.21052631080332423,0.22437465840763215
Quantum Symmetry of Graph C*-algebras associated with connected Graphs,On the quantum symmetry of distance-transitive graphs,8.416851712392762e-232,0.12499999507812519,0.0,0.12499999507812519,0.3112574675270537
"Does presence of social media plugins in a journal website result in
  higher social media attention of its research publications","Social Media Attention Increases Article Visits: An Investigation on
  Article-Level Referral Data of PeerJ",6.135502086137096e-232,0.06666666168888927,0.0,0.06666666168888927,0.20151898386655653
"On the Existence of Characterization Logics and Fundamental Properties
  of Argumentation Semantics",Proceedings ML Family / OCaml Users and Developers workshops,7.536728468577135e-232,0.09999999505000023,0.0,0.09999999505000023,0.05027837469914858
"Efficient representation and approximation of model predictive control
  laws via deep learning",Proceedings ML Family / OCaml Users and Developers workshops,7.536728468577135e-232,0.09523809034013632,0.0,0.09523809034013632,0.054473055484747984
"Increased Prediction Accuracy in the Game of Cricket using Machine
  Learning","Nash Equilibrium Seeking with Non-doubly Stochastic Communication Weight
  Matrix",0.0,0.0,0.0,0.0,0.0
"Robust output-feedback VFO-ADR control of underactuated spatial vehicles
  in the task of following non-parametrized paths","ESO architectures in the trajectory tracking ADR controller for a
  mechanical system: a comparison",4.4966680981163735e-155,0.14814814315500704,0.07407406908093313,0.14814814315500704,0.1088162618402139
Propagation of Massive Scalar Fields in Pre-Big Bang Cosmologies,"Wave asymptotics at a cosmological time-singularity: classical and
  quantum scalar fields",0.0,0.0,0.0,0.0,0.10658510262542638
On the separability of multivariate functions,Boosting Network Weight Separability via Feed-Backward Reconstruction,0.0,0.0,0.0,0.0,0.0787446034559451
"A Novel Multimodal Biometric Authentication System using Machine
  Learning and Blockchain","Secure and Energy-Efficient Key-Agreement Protocol for Multi-Server
  Architecture",7.445183326929416e-232,0.1052631530193908,0.0,0.1052631530193908,0.050656087645095244
"Nanomechanical characterization of the fracture toughness of Al/SiC
  nanolaminates",An assessment of the J-integral test for a metallic foam,5.7592918561109494e-155,0.22222221728395072,0.11764705384083066,0.22222221728395072,0.17378935844289212
Learning a Deep Generative Model like a Program: the Free Category Prior,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Generative Adversarial Networks for geometric surfaces prediction in
  injection molding",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Nilpotent Symmetries of a 4D Model of the Hodge Theory: Augmented
  (Anti-)Chiral Superfield Formalism","Nilpotent Charges of a Toy Model of Hodge Theory and an ${\cal N}$ = $2$
  SUSY Quantum Mechanical Model: (Anti-)Chiral Supervariable Approach",6.223629500679345e-155,0.3529411717474049,0.1176470541003462,0.3529411717474049,0.41116816637738207
"SEWA DB: A Rich Database for Audio-Visual Emotion and Sentiment Research
  in the Wild","A novel database of Children's Spontaneous Facial Expressions
  (LIRIS-CSE)",6.034940380417626e-232,0.0869565169754256,0.0,0.0869565169754256,0.04723062045463176
"Converged Colored Noise Path Integral Molecular Dynamics Study of the
  Zundel Cation down to Ultra-low Temperatures at Coupled Cluster Accuracy",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
Volume forms for time orientable Finsler spacetimes,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Multi-frequency imaging of perfectly conducting cracks via boundary
  measurements",Direct sampling method for retrieving small perfectly conducting cracks,4.034282314146679e-78,0.3333333283333334,0.24999999500000009,0.3333333283333334,0.18976728433844914
"Symmetric Near-Field Schur Complement Preconditioner for Hierarchal
  Electric Field Integral Equation Solve","On the optimality of shifted Laplacian in the class of expansion
  preconditioners for the Helmholtz equation",9.109159947227211e-232,0.07999999500800031,0.0,0.07999999500800031,0.05638329421742773
Sparsity in Optimal Randomized Classification Trees,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
A Family of Maximal Algebras of Block Toeplitz matrices,"A limited-memory block bi-diagonal Toeplitz preconditioner for block
  lower triangular Toeplitz system from time-space fractional diffusion
  equation",1.0669733992029681e-231,0.173913038941399,0.0,0.173913038941399,0.154543436867014
A note on depth preservation,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
Efficient Oblivious Database Joins,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
Entropy-regularized Optimal Transport Generative Models,Generative Cooperative Net for Image Generation and Data Augmentation,1.0518351895246305e-231,0.14285713826530627,0.0,0.14285713826530627,0.07397129483465995
Recent developments in particle yield fluctuation measurements,"Forward-backward correlations between mean transverse momenta in Pb-Pb
  collisions with ALICE",1.0003688322288243e-231,0.11111110635802489,0.0,0.11111110635802489,0.052109535570466194
"MTL-NAS: Task-Agnostic Neural Architecture Search towards
  General-Purpose Multi-Task Learning","Feature Guided Search for Creative Problem Solving Through Tool
  Construction",1.0244914152188952e-231,0.1052631529085875,0.0,0.1052631529085875,0.043109987479869535
"Profile extrema for visualizing and quantifying uncertainties on
  excursion regions. Application to coastal flooding",Proceedings ML Family / OCaml Users and Developers workshops,6.034940380417626e-232,0.0869565169754256,0.0,0.0869565169754256,0.05027837469914859
"Sonification in security operations centres: what do security
  practitioners think?",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Quantum dynamical entropy, chaotic unitaries and complex Hadamard
  matrices",Proceedings ML Family / OCaml Users and Developers workshops,1.0518351895246305e-231,0.11111110611111134,0.0,0.11111110611111134,0.06335481222196541
Positive Scalar Curvature and Poincare Duality for Proper Actions,Proceedings ML Family / OCaml Users and Developers workshops,1.0518351895246305e-231,0.11111110611111134,0.0,0.11111110611111134,0.06335481222196541
From Innovations to Prospects: What Is Hidden Behind Cryptocurrencies?,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Independence-Checking Coding for OFDM Channel Training Authentication:
  Protocol Design, Security, Stability, and Tradeoff Analysis","Hierarchical 2-D Feature Coding for Secure Pilot Authentication in
  Multi-User Multi-Antenna OFDM Systems: A Reliability Bound Contraction
  Perspective",4.693773976175812e-155,0.18749999507812512,0.06666666175555591,0.18749999507812512,0.13215817862062332
"Higher ventricular rate during atrial fibrillation relates to increased
  cerebral hypoperfusions and hypertensive events","From time-series to complex networks: Application to the cerebrovascular
  flow patterns in atrial fibrillation",5.3448396730677054e-155,0.22222221722908106,0.07692307192307725,0.14814814315500704,0.15275497383181394
"Nanopublications: A Growing Resource of Provenance-Centric Scientific
  Linked Data",Provenance for Linguistic Corpora Through Nanopublications,0.0,0.0,0.0,0.0,0.15976420924144447
Inclusion of Forbidden Minors in Random Representable Matroids,Describing Quasi-Graphic Matroids,2.614591671051252e-232,0.18181817785123974,0.0,0.18181817785123974,0.09867961797986957
"Inverting the coupling of the signed Gausssian free field with a loop
  soup",Convergence of the two-dimensional random walk loop soup clusters to CLE,6.4585333737960134e-155,0.3478260819659736,0.18181817685950424,0.3478260819659736,0.2462019672508644
"Sensitivity analysis for unobserved confounding of direct and indirect
  effects using uncertainty intervals",Causal mediation analysis for stochastic interventions,2.360328799140421e-155,0.21052631146814413,0.11764705467128042,0.21052631146814413,0.1304808286952537
"A High-Speed, Real-Time Vision System for Texture Tracking and Thread
  Counting",Image-based Textile Decoding,0.0,0.0,0.0,0.0,0.0
Dirichlet-Smoothed Word Embeddings for Low-Resource Settings,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
An independent axiomatisation for free short-circuit logic,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
NHDS: The New Hampshire Dispersion Relation Solver,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Per-clip adaptive Lagrangian multiplier optimisation with low-resolution
  proxies",Per Clip Lagrangian Multiplier Optimisation for HEVC,9.709385502639237e-232,0.13333332835555575,0.0,0.13333332835555575,0.4333009465089471
"Temporal patterns of dispersal-induced synchronization in population
  dynamics","Adapting the Predator-Prey Game Theoretic Environment to Army Tactical
  Edge Scenarios with Computational Multiagent Systems",0.0,0.0,0.0,0.0,0.0
"Monte Carlo phonon transport simulations in hierarchically disordered
  silicon nanostructures","Large-scale molecular dynamics investigation of geometrical features in
  nanoporous Si",1.0244914152188952e-231,0.09999999500000027,0.0,0.09999999500000027,0.050656087645095244
"Stability analysis of a magnetic waveguide with self-generated offset
  field",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Data Generating Process to Evaluate Causal Discovery Techniques for Time
  Series Data",Joint Causal Inference from Multiple Contexts,4.282289549833951e-232,0.11764705425605555,0.0,0.11764705425605555,0.058703614583341425
"Maurice Janet's algorithms on systems of linear partial differential
  equations",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Exploring the Lyapunov instability properties of high-dimensional
  atmospheric and climate models",Proceedings ML Family / OCaml Users and Developers workshops,8.422437779564611e-232,0.09999999505000023,0.0,0.09999999505000023,0.054473055484747984
"Asymptotically faster algorithm for counting self-avoiding walks and
  self-avoiding polygons",Proceedings ML Family / OCaml Users and Developers workshops,9.412234823955334e-232,0.11111110611111134,0.0,0.11111110611111134,0.04692402084245644
